Year,st,State,Share of Total Wealth Earned by Richest 10%,Share of Total Wealth Earned by Richest 5%,Share of Total Wealth Earned by Richest 1%,Share of Total Wealth Earned by Richest 0.5%,Share of Total Wealth Earned by Richest 0.1%,Share of Total Wealth Earned by Richest 0.01%,Average Income,Total Income,Adjusted Gross Income,Consumer Price Index 2014
1924,12,Hawaii,47.76120714,37.12538429,20.72588624,16.41508745,8.615681961,2.263686965,967.2846825,116052.4934,46395.29,12.70754055
1925,12,Hawaii,43.43789079,33.08296324,18.07067535,14.02979854,7.164456326,1.98713653,1093.947266,132985.856,41465.375,12.39287764
1926,12,Hawaii,42.61999885,32.78215656,18.3969809,14.38551327,7.31420718,1.983565909,1152.199525,141691.4383,42950.279,12.2759637
1927,12,Hawaii,42.91086526,33.02601703,18.73333499,14.64953303,7.407920652,1.904508796,1177.161691,146484.5113,44618.51,12.51203993
1928,12,Hawaii,45.80061572,36.59848508,21.54619978,16.96516717,8.871876597,2.164690548,1076.41287,135317.8991,43349.731,12.68276952
1929,12,Hawaii,27.14221057,21.57451039,12.73212561,9.968782729,5.201558374,1.243389871,1805.629862,228846.5106,42031.701,12.68276952
1930,12,Hawaii,29.79531795,22.59528952,12.59245582,9.80568452,5.324444293,1.557288338,1529.654398,195495.4058,35494.199,13.01252152
1931,12,Hawaii,35.02927144,25.33633264,13.54580187,10.44109494,5.537687267,1.641724648,1276.495796,164943.6619,33867.173,14.26811571
1932,12,Hawaii,43.2633733,29.92663224,14.21249927,10.63593809,5.521301535,1.480415377,957.9817592,124988.8259,37274.739,15.90772802
1933,12,Hawaii,42.40649227,31.21675741,16.07458106,12.24464736,6.353460916,1.541037212,901.2200462,118665.1511,34356.162,16.7687133
1934,12,Hawaii,41.08476225,30.81228138,15.47383227,11.75247708,6.055227766,1.502949505,1016.222306,135099.7731,37515.194,16.22508918
1935,12,Hawaii,42.31153001,31.12269675,17.11082153,13.31201954,6.927085514,1.754978185,1143.24825,153552.3565,46901.155,15.83031816
1936,12,Hawaii,42.86543932,32.15935215,19.05180437,14.99714789,7.755594387,1.861614676,1307.629753,177336.0367,58736.847,15.67773678
1937,12,Hawaii,41.78501446,30.45581578,16.49470921,12.63302515,6.220484846,1.486251834,1365.967052,187000.4438,64824.631,15.13083898
1938,12,Hawaii,43.13210314,30.17582187,15.5313095,11.67018976,5.548850885,1.419883114,1253.714946,173563.2465,61610.011,15.41767953
1939,12,Hawaii,41.16338996,29.08641642,14.10626806,10.41492484,4.831814183,1.167037787,1316.689736,184404.7524,71977.151,15.64004991
1940,12,Hawaii,41.3676953,29.77941445,14.61353046,10.78015719,4.872671727,1.181664201,1394.327308,197829.5208,108829.411,15.49109705
1941,12,Hawaii,39.7603212,28.12199909,14.42911465,10.62588737,4.757998013,1.200208353,1690.749999,242377.0603,221115.173,14.75342576
1942,12,Hawaii,39.99635156,28.40949286,14.94429846,10.96998992,4.662011968,1.152644973,2138.575181,310078.8864,417519.152,13.33250156
1943,12,Hawaii,36.27616739,26.69464886,13.80105061,10.00550488,4.177704177,0.905528595,2614.002106,384415.223,418490,12.56034896
1944,12,Hawaii,30.84894577,22.15192629,10.99984416,7.908465575,3.489630788,0.993512851,2621.724027,390271.3205,476099,12.34584585
1945,12,Hawaii,37.62473138,27.71106452,11.95636035,8.180279765,3.267443517,0.704809936,2701.808225,406608.1289,522070,12.07098472
1946,12,Hawaii,29.5018495,21.02755364,9.245852211,6.296353797,2.49856427,0.650949531,3049.177651,463542.6008,477568,11.12181327
1947,12,Hawaii,29.01113921,20.5774157,8.471538582,5.721510727,2.388765773,0.726639965,3289.514757,509510.2934,585771,9.725352409
1948,12,Hawaii,30.02011398,21.20627219,9.331082161,6.562555265,2.857698297,0.819475426,3552.723063,559448.5488,586944,9.02394003
1949,12,Hawaii,28.66909758,19.62254149,8.227408806,5.686830288,2.412340239,0.66741056,3453.491092,552794.4099,540858,9.112410031
1950,12,Hawaii,29.45977344,19.7848856,8.926459922,6.353565973,2.84042382,0.668802424,3676.045947,599891.0764,583616,9.02394003
1951,12,Hawaii,26.91260172,18.79552723,8.23200837,5.865968791,2.451997735,0.691902064,4093.261704,681675.9917,653248,8.362803036
1952,12,Hawaii,27.06319996,17.77432953,7.30900897,5.057151473,2.088077817,0.632309552,4351.236147,739461.0684,662698,8.183975801
1953,12,Hawaii,26.29971627,16.91868713,6.651249467,4.42716833,1.881424581,0.515040705,4391.409299,760970.6517,705874,8.122672612
1954,12,Hawaii,26.98862409,17.68458282,7.20613147,5.02659261,1.90076074,0.471663229,4383.027664,775087.9311,719347,8.082311505
1955,12,Hawaii,27.87495736,18.5634621,7.708285211,5.274727993,2.083448507,0.532447904,4565.296769,823758.41,801826,8.112544591
1956,12,Hawaii,29.97783251,20.46580582,8.940293577,6.051840029,2.035635936,0.462548004,4726.156625,870032.7998,835360,7.992949339
1957,12,Hawaii,28.08217084,18.73866673,7.658625367,5.25357587,2.162240728,0.765391947,4888.208046,918159.9543,897985,7.717984296
1958,12,Hawaii,29.87286026,19.93627337,8.34777761,5.736863692,2.329756576,0.587348538,5020.17909,960584.6393,896695,7.513003189
1959,12,Hawaii,29.43661304,19.74670624,8.649692195,6.267831879,2.756226161,0.841659588,5627.87322,1096756.813,1051888,7.461367429
1960,12,Hawaii,29.1163193,19.90282289,9.042639899,6.509464854,1.939489551,0.592419398,6263.916775,1241893.015,1195047,7.335330817
1961,12,Hawaii,31.63226509,22.1554009,10.11906591,7.08066147,3.067944888,1.035065179,6666.839958,1361460.119,1333816,7.26173218
1962,12,Hawaii,27.39830206,18.28824909,7.608816126,5.102735784,2.404014198,0.964218092,6827.248795,1434294.709,1328945,7.189595767
1963,12,Hawaii,26.15837424,17.08399196,7.065825031,4.922427887,2.095559636,0.611233381,7149.841062,1543664.841,1381865,7.095614123
1964,12,Hawaii,26.24069038,17.64077234,7.45317712,5.044826108,2.099070058,0.819133243,7667.433206,1700341.697,1473087,7.004057812
1965,12,Hawaii,27.34619794,18.33139704,8.285784951,6.112249434,3.189057814,1.831033805,8183.101219,1861291.321,1589418,6.892882291
1966,12,Hawaii,27.68602436,18.40607085,7.635448854,5.2433363,2.312207979,0.906657644,8698.442688,2027300.433,1784039,6.701413339
1967,12,Hawaii,27.71091283,18.47737375,7.8739777,5.287085664,2.184364424,0.657752163,9339.003535,2228704.122,1910919,6.500772221
1968,12,Hawaii,27.63551552,18.76365317,7.751780881,5.407493243,2.339293254,0.59233842,10348.7713,2526428.573,2113522,6.239246901
1969,12,Hawaii,26.52506373,17.44093218,7.829023545,5.569516546,2.659634182,1.127462281,11298.51837,2820959.28,2407048,5.916234119
1970,12,Hawaii,25.75962329,16.65481808,6.414826164,4.354461593,1.737403429,0.457993622,12478.36346,3192193.512,2802445,5.596025571
1971,12,Hawaii,25.53119238,16.48561787,6.734508462,4.617507918,2.037620556,0.696379934,12793.71298,3456220.967,3010051,5.361130671
1972,12,Hawaii,26.59875523,17.19945691,7.272741698,4.822721804,2.206337945,0.806283378,13397.25964,3814897.198,3250608,5.194396942
1973,12,Hawaii,27.84097489,18.34855926,7.496966525,5.101831381,2.34367975,0.88588462,13926.68621,4175429.129,3749212,4.890220544
1974,12,Hawaii,27.37756984,18.29502053,7.657995908,5.327888338,2.338739063,0.76868107,15105.92728,4766959.537,4065121,4.404174283
1975,12,Hawaii,26.5498683,16.86115867,6.595988287,4.434529602,1.93933508,0.575906487,15208.89346,5055670.405,4269028,4.035795393
1976,12,Hawaii,27.08468605,17.41973447,6.482593538,4.37438689,1.796866472,0.579740328,15633.96749,5472863.276,4625609,3.815919019
1977,12,Hawaii,28.46674111,17.67134512,6.884938752,4.60995551,1.984226932,0.68035178,15967.96472,5890273.505,5218740,3.582933864
1978,12,Hawaii,29.49460199,18.88434782,7.108347596,4.883388001,2.032960057,0.630110347,16683.88936,6489194.918,5943659,3.330150187
1979,12,Hawaii,28.66938553,18.69766095,7.515308345,5.266244748,2.517570367,0.986223209,19765.12398,7465324.701,6493228,3.039053142
1980,12,Hawaii,29.65628769,19.35870662,7.68623635,5.418249443,2.502265909,0.908461761,19828.41324,8530136.905,7320740,2.735386935
1981,12,Hawaii,30.28435242,19.3322114,7.725327345,5.472982856,2.503378749,0.898184293,20849.68231,9047900.77,7870617,2.49761264
1982,12,Hawaii,29.87736642,19.57133828,7.765326789,5.729184848,3.003596158,1.247102765,23292.27837,9529066.155,7916197,2.355472083
1983,12,Hawaii,30.64569985,20.59208005,8.822558692,6.394686787,3.448698844,1.397476598,23617.40967,10243400.38,,2.259049249
1984,12,Hawaii,29.68850165,19.61004245,8.174391566,5.791978508,2.935771925,1.125183784,25443.66724,11224987.41,,2.170210234
1985,12,Hawaii,29.28162311,19.02362035,7.811062163,5.366632481,2.399539427,0.666163382,27044.93231,12139622.48,,2.098175495
1986,12,Hawaii,32.19828724,22.39413092,10.98023254,8.363514011,4.479406669,1.774449762,29505.09378,13481125.38,10959168,2.060863542
1987,12,Hawaii,31.39145662,21.16965879,9.452652037,6.855005945,3.326397884,1.178189574,30209.27085,13580134.96,12670065,1.993507337
1988,12,Hawaii,34.44696066,24.30987148,12.23913323,9.350593479,5.004269789,1.96307951,32717.75276,15252245.42,14215978,1.922940705
1989,12,Hawaii,34.80994629,24.40868833,11.94667295,8.99553482,4.698410697,1.82556637,34231.42136,16614789.45,15851813,1.843412935
1990,12,Hawaii,36.45870255,26.01206952,13.42113016,10.262131,5.476009363,2.202255858,35735.76048,18049912.62,17462616,1.755897371
1991,12,Hawaii,33.30604542,22.71625212,10.64080337,7.813860951,3.847881672,1.386362079,36894.39611,18917072.4,17778657,1.695113016
1992,12,Hawaii,32.75816688,22.33247613,10.42670179,7.676171591,3.800738738,1.376168966,37955.48854,20068124.8,18398690,1.653198666
1993,12,Hawaii,32.08768301,21.8149436,9.908753959,7.273406662,3.601276319,1.315266097,38378.65449,20430332.22,18519252,1.613307097
1994,12,Hawaii,31.99663203,21.45331783,9.332109413,6.688656606,3.157332374,1.072260085,37803.3862,20615625.39,18507502,1.579589639
1995,12,Hawaii,32.35750785,21.69110737,9.341727616,6.646870752,3.064198373,0.979177388,38967.24995,21061930.11,19057384,1.542447558
1996,12,Hawaii,33.86990248,23.00652326,10.35645844,7.549585968,3.690465613,1.280234935,38838.32561,21534149.95,19537774,1.502453239
1997,12,Hawaii,33.91699703,23.21173576,10.563856,7.651495564,3.946419869,1.486707367,40601.70459,22868625.9,20367085,1.470675463
1998,12,Hawaii,34.44063089,23.78786241,11.04387215,8.01686953,4.194904066,1.503079707,41851.20309,23699295.26,20874106,1.450428367
1999,12,Hawaii,36.03266339,25.27409659,12.13572535,9.086154811,4.895558783,1.874634153,43875.09998,25022616.67,22327292,1.420791498
2000,12,Hawaii,37.01728306,26.34344974,13.06731388,9.89646084,5.63963917,2.322728689,44730.86202,26339502.51,23929238,1.37472392
2001,12,Hawaii,36.83263393,25.70533626,12.25108961,9.024149474,4.971571699,2.042934147,42757.85614,25251426.93,23882640,1.337183383
2002,12,Hawaii,35.87773741,24.80064302,11.44316104,8.421592235,4.22964502,1.537247899,43158.5449,25531988.25,24160873,1.315926115
2003,12,Hawaii,37.34239572,26.22849506,12.64736726,9.470441284,4.957765571,1.922029919,44974.70683,26796711.76,25718250,1.287181338
2004,12,Hawaii,38.86108071,27.73134193,14.22119687,10.86874905,5.929521539,2.36692665,47974.59576,30033672.67,28113640,1.253308145
2005,12,Hawaii,40.76580243,30.04621096,16.45328699,12.92173068,7.415407631,3.113190137,52366.02735,33325628.53,31284219,1.212653225
2006,12,Hawaii,40.01724344,29.08598702,15.99822614,12.57528713,7.184719278,2.994305972,54330.73773,36066319.3,33030898,1.174156297
2007,12,Hawaii,38.87712546,28.27532991,15.665397,12.36974726,7.165924591,3.086260582,59154.12031,39066837.72,35510051,1.141765778
2008,12,Hawaii,37.05042829,26.05511848,13.44581754,10.34584979,5.739651106,2.388533881,56459.48261,37612298.1,33877950,1.099548079
2009,12,Hawaii,36.67385859,25.24691161,12.89831057,9.907005617,5.585360882,2.480087708,53974.16398,36363568.21,33438301,1.103473993
2010,12,Hawaii,34.96742674,23.984867,11.33933949,8.660821819,4.800838411,2.121968299,56513.08679,37858385.28,33362224,1.085666067
2011,12,Hawaii,34.64728309,23.67507688,10.86684116,8.102832077,4.20025566,1.65283401,58121.68764,38880408.5,34372459,1.05244533
2012,12,Hawaii,36.236016,25.34181711,12.50677806,9.689297378,5.471396071,2.365740911,59810.29096,42036136,36814360,1.031107085
1917,13,Idaho,24.26087547,16.55967779,7.288217272,5.234706527,2.467338445,0.861189372,1435.776725,229810.5099,46465.514,16.9433874
1918,13,Idaho,24.16556721,15.88829845,6.038522198,3.938413724,1.540280279,0.42542019,1611.117163,261524.7427,55954.296,14.42629881
1919,13,Idaho,24.80923817,16.89253992,6.599395655,4.344834606,1.655707107,0.415442704,1690.412028,281948.0033,65472.54,12.56034896
1920,13,Idaho,24.78108687,16.03658453,5.898178864,3.847982815,1.453159318,0.324974442,1498.173977,258260.9291,67391.639,10.84376794
1921,13,Idaho,27.94083031,17.7158151,6.112048278,3.756053329,1.496874508,0.421425942,1085.357932,188813.5955,49737.718,12.1385462
1922,13,Idaho,27.56962596,17.69380377,6.334920333,4.003449232,1.62233692,0.417961638,1113.218786,194346.3659,51166.793,12.96067881
1923,13,Idaho,26.76594572,17.25727888,6.066504613,3.868042403,1.661768595,0.614948676,1250.987431,219869.291,58393.333,12.73240854
1924,13,Idaho,29.57486492,19.9360718,7.093290527,4.528770967,1.745119464,0.393584895,1106.592272,196179.3736,52301.491,12.70754055
1925,13,Idaho,29.88072821,21.15085838,8.202702731,5.31926953,1.941074853,0.388582855,1092.355654,194504.7884,40443.781,12.39287764
1926,13,Idaho,29.80454659,21.59918279,8.196354411,5.248237912,1.898494753,0.39914744,1105.129893,197323.1495,39887.951,12.2759637
1927,13,Idaho,30.63655425,22.71926301,8.99477748,5.923667829,2.35937726,0.67593756,1056.870179,189285.6324,38448.758,12.51203993
1928,13,Idaho,32.54567826,24.81105798,10.35883899,6.840078362,2.667031374,0.679499477,968.8331493,173763.0376,37121.872,12.68276952
1929,13,Idaho,31.0227713,23.69988476,9.508627662,6.182021424,2.429945482,0.62902678,1052.008974,188563.956,37401.27,12.68276952
1930,13,Idaho,27.8016656,19.95472876,8.486217552,5.424497148,1.933058544,0.36748435,980.5727104,175686.4769,26208.309,13.01252152
1931,13,Idaho,30.73243324,20.66109195,9.102608946,5.576539518,1.831641243,0.342940807,695.6092914,127935.5264,18348.205,14.26811571
1932,13,Idaho,33.11700156,22.03811911,9.411845061,5.660058725,1.798637828,0.358132806,498.6619977,94020.815,13686.645,15.90772802
1933,13,Idaho,39.08740385,26.69158972,11.62203581,7.126267829,2.414360564,0.580913416,419.5352283,81051.08353,14581.588,16.7687133
1934,13,Idaho,30.28913912,21.5436854,8.828787616,5.680164315,2.111066781,0.542227127,726.449922,143867.8862,23636.232,16.22508918
1935,13,Idaho,33.54572539,23.7241101,9.596869132,6.122388459,2.196642173,0.502216191,731.4177893,148582.613,29802.538,15.83031816
1936,13,Idaho,33.96168462,24.7368674,10.11907121,6.631151357,2.60155892,0.583760202,868.0539697,180775.5585,41691.943,15.67773678
1937,13,Idaho,36.44558006,26.67608473,10.4764601,6.777068518,2.598999631,0.594731597,779.7410199,166428.5473,43334.09,15.13083898
1938,13,Idaho,31.61039769,22.89310814,9.121906985,5.801671143,2.107153438,0.509725105,773.2768984,169458.4666,33359.526,15.41767953
1939,13,Idaho,33.10116456,24.79563286,9.889700555,6.342471838,2.403340954,0.657465615,775.6555275,174590.6867,41121.607,15.64004991
1940,13,Idaho,40.00204432,25.90610314,9.953429454,6.607763045,2.559457622,0.611887748,800.4084109,185308.6872,82570.751,15.49109705
1941,13,Idaho,39.22601364,25.737355,9.719792948,6.667215131,2.637273358,0.625265097,999.3002896,231890.4935,151792.894,14.75342576
1942,13,Idaho,30.5931785,20.66202985,9.620461837,7.061779615,3.563134933,1.62568306,1487.942491,346438.1227,242618.848,13.33250156
1943,13,Idaho,29.81411684,20.04573483,8.981563322,6.284749597,2.650828091,0.680344575,1758.769075,412014.3728,320963,12.56034896
1944,13,Idaho,35.22135009,24.44966058,11.9471569,8.745520635,3.945916231,1.169354215,1817.222426,427477.9285,351087,12.34584585
1945,13,Idaho,29.62874515,19.8756134,8.776717449,6.162740228,2.533493256,0.725858409,1785.15724,421154.0697,376559,12.07098472
1946,13,Idaho,29.88412751,20.52866524,9.008242196,6.135472351,2.42598173,0.66192926,2041.963364,482741.7979,443830,11.12181327
1947,13,Idaho,29.51739424,19.97345271,8.3188413,5.518313546,2.062738046,0.449749401,2237.916885,534739.3608,486631,9.725352409
1948,13,Idaho,32.56914918,23.02797492,9.725228476,6.462911565,2.421176487,0.525706051,2482.81805,598325.9105,519785,9.02394003
1949,13,Idaho,31.72686537,21.26087246,8.757293626,6.047313706,2.349081466,0.506403667,2423.854212,589010.3973,529931,9.112410031
1950,13,Idaho,33.22890298,23.17831032,10.17338934,6.912393696,2.737591588,0.573013526,2612.196958,641986.0596,580309,9.02394003
1951,13,Idaho,32.40495373,21.98655561,9.338068118,6.339276785,2.421240863,0.588350606,2911.903238,717773.8348,669047,8.362803036
1952,13,Idaho,33.19764273,21.57008116,9.763039795,6.862337808,2.643537013,0.758429081,3167.718332,783114.7513,685693,8.183975801
1953,13,Idaho,31.4093988,19.02844223,7.326357898,4.714370751,1.636631466,0.448742485,2993.745006,741701.1851,676761,8.122672612
1954,13,Idaho,33.43765894,20.66217583,8.030336795,5.348922306,2.034232523,0.433820359,3041.582965,755789.0498,750695,8.082311505
1955,13,Idaho,31.1516027,20.31266591,8.133887209,5.471463472,2.15240731,0.648356659,3224.397998,803484.7621,729642,8.112544591
1956,13,Idaho,30.9648064,21.26094716,9.216506102,6.308312721,2.292412345,0.726606823,3550.618863,887163.6025,832577,7.992949339
1957,13,Idaho,32.03795493,21.96684019,9.639857141,7.028938299,2.561292506,0.582622063,3686.272977,923639.0627,849284,7.717984296
1958,13,Idaho,32.19705446,21.06853447,8.154013174,5.602403845,2.40689724,0.671006301,3702.175603,928738.7475,890415,7.513003189
1959,13,Idaho,31.41701062,20.7620998,8.404150676,5.715098042,2.179666323,0.594724184,3984.784394,1000610.316,938629,7.461367429
1960,13,Idaho,31.80211593,20.53942541,7.848621533,5.270344599,2.080508898,0.293275523,4013.904099,1007797.553,961978,7.335330817
1961,13,Idaho,31.65320602,20.54336198,7.863566208,5.186360395,1.735761798,0.457389315,4244.672256,1080210.517,1004710,7.26173218
1962,13,Idaho,29.82866527,19.06280969,7.335293696,4.953944621,1.821703202,0.531261555,4435.976633,1142805.976,1006994,7.189595767
1963,13,Idaho,31.50784613,20.42508079,7.86153585,5.190517778,2.046997475,0.651128102,4511.827087,1175468.242,1071625,7.095614123
1964,13,Idaho,31.69599163,20.36416157,8.18725518,5.284538604,2.089734666,0.62389449,4652.842762,1225230.078,1101836,7.004057812
1965,13,Idaho,31.67271372,20.56909462,8.334573628,5.398074861,2.207410836,0.686105378,5324.107007,1415036.091,1220403,6.892882291
1966,13,Idaho,31.77897428,20.50267579,7.807957719,5.468803639,2.224295041,0.746145146,5333.35309,1429264.14,1331569,6.701413339
1967,13,Idaho,33.12543415,21.76056498,9.08919929,6.137730163,2.758644762,1.284794221,5675.557213,1532523.626,1411254,6.500772221
1968,13,Idaho,32.4235625,21.21642364,8.647198694,6.032805719,2.263918675,0.831772538,6032.845647,1639828.713,1480473,6.239246901
1969,13,Idaho,30.5841142,19.9887933,8.035288688,5.345656643,2.235123707,0.859304637,6796.186089,1859130.445,1640837,5.916234119
1970,13,Idaho,30.10409116,19.50293044,7.282449732,4.874387823,1.738976403,0.549216347,7289.628633,2010562.161,1695334,5.596025571
1971,13,Idaho,30.56955686,19.80288389,7.669435277,4.744598075,1.832815057,0.423277084,7690.499019,2187043.294,1967545,5.361130671
1972,13,Idaho,28.24440066,18.1794013,7.159595313,4.872035932,1.97157923,0.640600028,8597.756141,2516328.813,2155581,5.194396942
1973,13,Idaho,31.25494108,20.77154203,8.251547786,5.502414947,2.228326448,0.64924237,9602.631479,2889192.182,2578841,4.890220544
1974,13,Idaho,30.8990284,20.61363074,8.594893197,5.969760585,2.610380666,0.853422816,10970.26765,3392044.822,2973177,4.404174283
1975,13,Idaho,31.06797886,20.22399577,7.942964945,5.251586243,2.043012716,0.620377826,11091.70217,3527337.847,3189950,4.035795393
1976,13,Idaho,28.62567041,18.37247504,7.052216898,4.76773665,1.866933334,0.461642871,12206.77586,3991457.67,3574806,3.815919019
1977,13,Idaho,30.22495543,19.49201495,7.409946666,4.700439008,1.924399645,0.575127367,12880.16921,4333213.314,3897231,3.582933864
1978,13,Idaho,29.87275283,19.59024233,7.308948306,4.752648933,1.849532114,0.522051435,14442.95291,5002297.97,4577641,3.330150187
1979,13,Idaho,29.46018076,19.2581243,7.651549107,5.142971116,2.212858005,0.739122652,15507.23204,5533581.613,4921379,3.039053142
1980,13,Idaho,29.4843078,19.34380508,7.652076753,5.355501647,2.502864368,1.076157793,16834.08787,6147698.418,5461728,2.735386935
1981,13,Idaho,31.40920591,20.20704699,8.047434273,5.56531988,2.550231927,0.983934108,17317.45899,6639745.398,5865408,2.49761264
1982,13,Idaho,30.53877946,20.44264527,8.812326905,6.501651656,3.408571455,1.415249808,17403.06126,6759974.415,5886203,2.355472083
1983,13,Idaho,30.55567475,21.46338704,10.31964063,7.167153595,3.853674142,1.565623642,16963.65987,6673721.571,,2.259049249
1984,13,Idaho,30.96433507,20.84757648,9.399689679,6.561134482,3.373356551,1.320043455,18275.40458,7313239.532,,2.170210234
1985,13,Idaho,31.59918787,20.62738141,8.598117364,6.132477619,2.869733382,0.88773568,19425.54409,7909137.341,,2.098175495
1986,13,Idaho,34.30640223,23.99789199,11.9205556,9.129359149,4.949600623,1.99602206,21192.6025,8783145.627,6976504,2.060863542
1987,13,Idaho,32.04259432,21.28891274,9.182377508,6.560436387,3.075111994,1.036542673,21515.41036,8704246.175,7810313,1.993507337
1988,13,Idaho,33.96439094,23.59101239,11.44649077,8.60700133,4.439266252,1.651798799,23484.28035,9672459.541,8632145,1.922940705
1989,13,Idaho,34.77523296,24.04283674,11.38847136,8.455124736,4.273868942,1.584599867,24796.03984,10427186.51,9649103,1.843412935
1990,13,Idaho,35.15442491,24.01261122,11.27930084,8.428663242,4.264137435,1.588944417,26109.94585,11240065.69,10634431,1.755897371
1991,13,Idaho,35.71988632,23.92897566,10.60130964,7.741349948,3.762885226,1.330730455,25738.32953,11610487.26,11225217,1.695113016
1992,13,Idaho,37.48066874,26.00935276,12.63353698,9.656115312,5.215863685,2.138997059,27200.18694,12619436.63,12478059,1.653198666
1993,13,Idaho,36.17782796,25.19587175,11.90382744,8.955128418,4.694149726,1.860146001,29035.56005,13750065.3,13271689,1.613307097
1994,13,Idaho,35.87091768,25.1013472,11.77018596,8.759303709,4.511921458,1.736117416,30221.39207,14701226.39,14203518,1.579589639
1995,13,Idaho,37.20249622,26.2130788,12.62169133,9.467374833,4.933469095,1.878633617,31435.83857,15919108.65,15249165,1.542447558
1996,13,Idaho,38.25991152,27.42536486,14.02613483,10.8550757,6.097074379,2.5801419,33055.71307,17224437.51,16378066,1.502453239
1997,13,Idaho,38.5163114,27.56063328,14.1003281,10.78624181,6.028790268,2.637177737,34460.30718,18432262.64,17501318,1.470675463
1998,13,Idaho,38.08302449,27.40981227,14.15444957,10.90293155,6.131552467,2.453705259,37313.77777,20176613.75,18761513,1.450428367
1999,13,Idaho,39.48716263,28.86031448,15.18151207,11.79159575,6.634609489,2.688971635,39376.51439,22077761.9,20366524,1.420791498
2000,13,Idaho,41.61543802,31.10108192,17.26097289,13.70781497,8.303996515,3.800966406,41468.35944,23670852.3,22571641,1.37472392
2001,13,Idaho,36.38537927,25.75311833,12.56270714,9.345472673,4.940075673,1.983568992,40161.68121,23571847.05,21447540,1.337183383
2002,13,Idaho,36.57960147,25.65568856,12.30438472,9.265476686,4.907983642,1.924989608,38706.42963,23488762.16,21442787,1.315926115
2003,13,Idaho,37.55905707,26.5988644,13.09015706,9.969710083,5.428818292,2.226660746,39000.70043,24303859.3,22254112,1.287181338
2004,13,Idaho,39.12829451,28.87362969,15.16709536,11.92268078,6.943952515,3.04363601,42666.91889,27505518.29,24800279,1.253308145
2005,13,Idaho,42.00578246,31.86510741,18.06240133,14.50988125,8.77567171,3.971673223,47415.51711,30204905.35,28226440,1.212653225
2006,13,Idaho,45.0819529,34.26471789,20.46727316,16.66997567,10.34312229,4.850558351,49905.79326,33365095.12,31708725,1.174156297
2007,13,Idaho,42.54644079,31.93409886,18.81531588,15.25597463,9.398845039,4.420455214,53710.38777,35993767.96,33553278,1.141765778
2008,13,Idaho,40.8804022,29.34928874,16.43219953,13.09550678,7.882166285,3.68589634,48730.10901,33180075.39,30717579,1.099548079
2009,13,Idaho,39.21863907,27.77046655,13.64381464,10.45904597,5.869749364,2.589409254,43709.91667,30577315.92,29903301,1.103473993
2010,13,Idaho,39.73487467,28.25070922,13.93514389,10.58333076,5.7870365,2.469487626,44873.62204,31993863.23,29569470,1.085666067
2011,13,Idaho,40.48189557,28.120112,14.08576952,10.77485551,5.88478179,2.473815903,45312.93412,32933477.34,30728223,1.05244533
2012,13,Idaho,43.14461497,30.96425775,17.08527564,13.55666259,7.992642347,3.636371485,48585.51716,35524676,33823445,1.031107085
1917,14,Illinois,41.82558519,30.21507552,17.07224365,13.7010188,7.80614356,3.015497401,1193.911585,3021652.281,1119960.6,16.9433874
1918,14,Illinois,41.89569027,30.49558767,16.44111926,12.58162594,6.512483146,2.241266291,1262.717891,3203159.665,1256309.485,14.42629881
1919,14,Illinois,42.63935933,31.24672899,16.41785524,12.46482172,6.300872481,2.053862013,1516.321267,3906173.424,1662796.441,12.56034896
1920,14,Illinois,41.70296317,30.93160752,16.33402885,12.06274792,5.571552716,1.633183572,1459.407961,3840203.755,1836956.942,10.84376794
1921,14,Illinois,39.53032498,29.00695053,14.91320066,11.04669373,5.046181766,1.473479916,1407.910865,3797786.075,1833920.436,12.1385462
1922,14,Illinois,42.16207697,30.95680139,16.74340934,12.69369432,6.226058685,2.06924671,1452.483688,3994074.7,1927637.451,12.96067881
1923,14,Illinois,39.99106546,28.86088199,15.64936151,11.80121892,5.745417252,2.018074993,1660.202696,4668697.424,2272960.122,12.73240854
1924,14,Illinois,42.4090418,30.59168775,16.77872235,12.67814961,6.171680689,2.031968049,1713.978926,4938648.698,2413605.35,12.70754055
1925,14,Illinois,47.48910913,34.38995877,19.73875794,15.212148,7.886880383,2.951154972,1762.897316,5182557.881,1975436.222,12.39287764
1926,14,Illinois,46.05573032,33.23629144,18.97430627,14.57535991,7.559223949,2.835845027,1797.854849,5383741.618,1995011.009,12.2759637
1927,14,Illinois,46.64791475,33.9407781,19.83462219,15.54476316,8.483405013,3.30805327,1842.980804,5623356.94,2093908.574,12.51203993
1928,14,Illinois,49.44967055,36.79704239,23.0685786,18.69247838,11.00409438,4.688708318,1968.360626,6109502.882,2392631.092,12.68276952
1929,14,Illinois,46.89217174,34.83132562,21.16355269,16.96541008,9.899963261,4.229483153,1949.590378,6143125.198,2167855.13,12.68276952
1930,14,Illinois,45.75430977,31.90446605,17.01123023,12.99088013,6.830254457,2.691654982,1561.540056,4996114.467,1515758.634,13.01252152
1931,14,Illinois,45.96604716,31.07027932,15.20385561,11.36369319,5.829183325,2.317019767,1245.896672,4033662.864,1182251.894,14.26811571
1932,14,Illinois,44.01921576,30.48172158,14.56744673,10.81798945,5.405655146,1.723608465,892.0043602,2918418.482,872795.528,15.90772802
1933,14,Illinois,46.05951126,33.1257536,16.65186332,12.61734847,6.701599745,2.575267811,803.8423138,2656410.393,848828.375,16.7687133
