Jurisdiction of Compiled,Type,Region,Year,StateYear,Prison Population,Incarceration Rate,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,State Politics,"Offending rate, 14-17","Offending rate, 14-24",Unemployment Rate,Poverty Rate,Abortion rate,State Governor,FIPS,Jurisdiction of state_short_new,Private Prison Share,Abortion Leagal,Red_Blue,State,Median_income,per_white_alone,per_black,Conservative,Moderate,Liberal,VeryReligious,Per_noHS,Per_poverty,REGION,DIVISION,POPESTIMATE2013
New Jersey,Overall,1,1998,New Jersey1998,31121,376,8115000,35720,325,1623,15109,18663,260810,54459,171166,35185,440.2,4,20,186.2,230,3213.9,671.1,2109.3,433.6,Republican,7.3,16.9,0.046,0.086,,R,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Jersey,Overall,1,1999,New Jersey1999,31493,377,8143412,33540,287,1409,14243,17601,243333,46998,160978,35357,411.9,3.5,17.3,174.9,216.1,2988.1,577.1,1976.8,434.2,Republican,,,0.045,0.078,35.4,R,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Jersey,Overall,1,2000,New Jersey2000,29784,353,8414350,32298,289,1357,13553,17099,233637,43924,155562,34151,383.8,3.4,16.1,161.1,203.2,2776.6,522,1848.8,405.9,Republican,,,0.037,0.073,36.5,R,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Jersey,Overall,1,2001,New Jersey2001,28142,331,8511116,33094,336,1278,14110,17370,240551,46812,156031,37708,388.8,3.9,15,165.8,204.1,2826.3,550,1833.3,443,Republican,,,0.043,0.081,,R,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Jersey,Overall,1,2002,New Jersey2002,27891,326,8575252,32252,339,1365,13955,16593,227715,43899,148061,35755,376.1,4,15.9,162.7,193.5,2655.5,511.9,1726.6,417,Republican,,,0.058,0.079,,D,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Jersey,Overall,1,2003,New Jersey2003,27246,317,8642412,31488,406,1288,13342,16452,220350,43457,142287,34606,364.3,4.7,14.9,154.4,190.4,2549.6,502.8,1646.4,400.4,Republican,,,0.058,0.086,,D,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Jersey,Overall,1,2004,New Jersey2004,26757,311,8685166,30943,392,1331,13076,16144,211313,41030,139977,30306,356.3,4.5,15.3,150.6,185.9,2433,472.4,1611.7,348.9,Republican,,,0.048,0.08,32.3,D,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Jersey,Overall,1,2005,New Jersey2005,27359,317,8703150,30919,417,1208,13215,16079,203391,38980,136728,27683,355,4.8,13.9,151.8,184.7,2337,447.9,1571,318,Republican,,,0.045,0.068,34,D,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Jersey,Overall,1,2006,New Jersey2006,27371,317,8724560,30550,427,1201,13360,15562,198820,39384,134687,24749,350.2,4.9,13.8,153.1,178.4,2278.9,451.4,1543.8,283.7,Republican,,,0.047,0.088,,D,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Jersey,Overall,1,2007,New Jersey2007,26827,311,8685920,28544,381,1032,12567,14564,192338,37234,133145,21959,328.6,4.4,11.9,144.7,167.7,2214.4,428.7,1532.9,252.8,Republican,,,0.043,0.087,31.7,D,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Jersey,Overall,1,2008,New Jersey2008,25953,300,8682661,28351,376,1122,12701,14152,199127,40402,138545,20180,326.5,4.3,12.9,146.3,163,2293.4,465.3,1595.7,232.4,Republican,,,0.053,0.092,31.2,D,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Jersey,Overall,1,2009,New Jersey2009,25382,291,8707739,27113,319,1041,11639,14114,180752,36945,128303,15504,311.4,3.7,12,133.7,162.1,2075.8,424.3,1473.4,178,Republican,,,0.091,0.093,,D,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Jersey,Overall,1,2010,New Jersey2010,25007,284,8799593,27055,371,981,11818,13885,183042,38732,128754,15556,307.5,4.2,11.1,134.3,157.8,2080.1,440.2,1463.2,176.8,Republican,,,0.095,0.111,,R,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Jersey,Overall,1,2011,New Jersey2011,23834,269,8834773,27203,380,1006,12209,13608,189719,43238,129066,17415,307.9,4.3,11.4,138.2,154,2147.4,489.4,1460.9,197.1,Republican,,,0.093,0.114,,R,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Jersey,Overall,1,2012,New Jersey2012,23225,261,8864590,25727,388,1035,11385,12919,181481,42338,122662,16481,290.2,4.4,11.7,128.4,145.7,2047.3,477.6,1383.7,185.9,Republican,,,0.093,0.093316596,,R,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Jersey,Overall,1,2013,New Jersey2013,22452,252,,,,,,,,,,,,,,,,,,,,,,,0.082,0.111,,R,34,New Jersey,Middle Private Prison,0,Blue,NJ,71180,0.61,0.13,32,37.6,26.5,34.7,12.36,6.99,1,2,8899339
New Mexico,Overall,4,1978,New Mexico1978,1593,120,1212000,6402,124,517,1352,4409,56384,16188,36393,3803,528.2,10.2,42.7,111.6,363.8,4652.1,1335.6,3002.7,313.8,Democrat,5.5,15.9,0.059,,22,,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1979,New Mexico1979,1556,114,1241000,7272,154,582,1502,5034,64563,18385,41745,4433,586,12.4,46.9,121,405.6,5202.5,1481.5,3363.8,357.2,Democrat,17.6,23.5,0.064,,26.1,,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1980,New Mexico1980,1279,92,1295474,7967,170,561,1657,5579,69490,19335,45613,4542,615,13.1,43.3,127.9,430.7,5364.1,1492.5,3521,350.6,Democrat,8.8,25.2,0.076,0.206,26.8,,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1981,New Mexico1981,1497,101,1327000,8913,151,628,1868,6266,73369,21405,47252,4712,671.7,11.4,47.3,140.8,472.2,5528.9,1613,3560.8,355.1,Democrat,,50.7,0.073,0.186,29.3,,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1982,New Mexico1982,1718,106,1359000,9982,158,656,1715,7453,79816,22135,53402,4279,734.5,11.6,48.3,126.2,548.4,5873.1,1628.8,3929.5,314.9,Democrat,6.7,19.8,0.092,0.224,27.3,,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1983,New Mexico1983,1977,122,1399000,9608,124,671,1595,7218,79175,21813,53077,4285,686.8,8.9,48,114,515.9,5659.4,1559.2,3793.9,306.3,Split,1.7,21,0.097,0.245,,,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1984,New Mexico1984,2129,135,1424000,9798,130,783,1856,7029,79108,23349,51195,4564,688.1,9.1,55,130.3,493.6,5555.3,1639.7,3595.2,320.5,Split,4.6,20.5,0.078,0.195,18.9,,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1985,New Mexico1985,2313,147,1450000,10207,158,722,2003,7324,83843,25432,53398,5013,703.9,10.9,49.8,138.1,505.1,5782.3,1753.9,3682.6,345.7,Split,7.9,24.2,0.083,0.185,20.4,,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1986,New Mexico1986,2416,158,1479000,10731,170,693,1916,7952,87266,27283,54906,5077,725.6,11.5,46.9,129.5,537.7,5900.3,1844.7,3712.4,343.3,Split,29.4,24.7,0.093,0.213,,,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1987,New Mexico1987,2670,175,1500000,9427,152,646,1625,7004,88775,26815,56777,5183,628.5,10.1,43.1,108.3,466.9,5918.3,1787.7,3785.1,345.5,Democrat,10.7,20.7,0.087,0.194,21.3,,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1988,New Mexico1988,2825,183,1510000,9938,173,580,1557,7628,89817,27737,56192,5888,658.1,11.5,38.4,103.1,505.2,5948.1,1836.9,3721.3,389.9,Democrat,15.8,21.9,0.075,0.23,23,,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1989,New Mexico1989,3158,207,1528000,10755,132,702,1607,8314,89693,26146,58201,5346,703.9,8.6,45.9,105.2,544.1,5870,1711.1,3809,349.9,Democrat,8.6,16.1,0.067,0.195,,,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1990,New Mexico1990,3187,202,1515069,11821,139,753,1744,9185,89448,26343,58004,5101,780.2,9.2,49.7,115.1,606.2,5903.9,1738.7,3828.5,336.7,Democrat,11.8,28.9,0.066,0.209,,,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1991,New Mexico1991,3119,194,1548000,12922,163,811,1862,10086,90474,26672,58441,5361,834.8,10.5,52.4,120.3,651.6,5844.6,1723,3775.3,346.3,Democrat,9.5,34.9,0.071,0.224,21.6,,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1992,New Mexico1992,3271,198,1581000,14781,141,990,2202,11448,86942,23896,57072,5974,934.9,8.9,62.6,139.3,724.1,5499.2,1511.4,3609.9,377.9,Democrat,13.8,18.1,0.072,0.216,21.4,D,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1993,New Mexico1993,3498,206,1616000,15024,130,842,2237,11815,86236,22966,56723,6547,929.7,8,52.1,138.4,731.1,5336.4,1421.2,3510.1,405.1,Democrat,7.9,29.3,0.07,0.174,,D,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1994,New Mexico1994,3712,210,1654000,14708,177,866,2329,11336,87638,21945,57343,8350,889.2,10.7,52.4,140.8,685.4,5298.5,1326.8,3466.9,504.8,Democrat,25.8,35.5,0.065,0.211,,D,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1995,New Mexico1995,4078,228,1685000,13804,148,954,2604,10098,94508,24383,61478,8647,819.2,8.8,56.6,154.5,599.3,5608.8,1447.1,3648.5,513.2,Democrat,29.4,33.5,0.066,0.253,,R,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1996,New Mexico1996,4724,257,1713000,14399,197,1088,2782,10332,98698,23586,65139,9973,840.6,11.5,63.5,162.4,603.2,5761.7,1376.9,3802.6,582.2,Democrat,24,38.9,0.072,0.255,16.8,R,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1997,New Mexico1997,4688,251,1730000,14762,134,872,2966,10790,104721,25126,67188,12407,853.3,7.7,50.4,171.4,623.7,6053.2,1452.4,3883.7,717.2,Democrat,16.3,26.6,0.063,0.212,,R,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1998,New Mexico1998,5078,269,1737000,16700,190,957,2839,12714,100011,24213,65031,10767,961.4,10.9,55.1,163.4,732,5757.7,1394,3743.9,619.9,Democrat,11.9,31.2,0.061,0.204,,R,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,1999,New Mexico1999,5174,264,1739844,14520,170,944,2579,10827,89220,21481,59613,8126,834.6,9.8,54.3,148.2,622.3,5128,1234.7,3426.3,467.1,Democrat,,,0.056,0.209,17.1,R,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,2000,New Mexico2000,5342,256,1819046,13786,135,922,2499,10230,86605,21339,57925,7341,757.9,7.4,50.7,137.4,562.4,4761,1173.1,3184.4,403.6,Democrat,,,0.049,0.175,17.6,R,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,2001,New Mexico2001,5668,296,1830935,14288,99,850,2695,10644,83095,19552,56406,7137,780.4,5.4,46.4,147.2,581.3,4538.4,1067.9,3080.7,389.8,Democrat,,,0.049,0.18,,R,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,2002,New Mexico2002,5991,304,1852044,13719,152,1027,2206,10334,80477,19634,53406,7437,740.7,8.2,55.5,119.1,558,4345.3,1060.1,2883.6,401.6,Democrat,,,0.055,0.179,,R,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,2003,New Mexico2003,6223,317,1878562,12535,116,940,1937,9542,76816,18997,50595,7224,667.3,6.2,50,103.1,507.9,4089.1,1011.3,2693.3,384.5,Democrat,,,0.059,0.181,,D,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,2004,New Mexico2004,6379,323,1903006,13081,169,1039,2062,9811,79895,19924,52069,7902,687.4,8.9,54.6,108.4,515.6,4198.4,1047,2736.1,415.2,Democrat,,,0.055,0.165,17,D,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,2005,New Mexico2005,6571,328,1925985,12448,144,1041,1893,9370,79575,20939,50707,7929,646,7.5,54.1,98.3,486.5,4132,1087.2,2633,412,Democrat,,,0.051,0.179,16.9,D,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,2006,New Mexico2006,6639,327,1954599,12797,134,1073,2095,9495,76000,20906,45864,9230,654.7,6.9,54.9,107.2,485.8,3888.3,1069.6,2346.5,472.2,Democrat,,,0.042,0.169,,D,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,2007,New Mexico2007,6466,316,1969915,13311,183,1028,2323,9777,75168,20823,45442,8903,675.7,9.3,52.2,117.9,496.3,3815.8,1057.1,2306.8,451.9,Democrat,,,0.038,0.14,18.4,D,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,2008,New Mexico2008,6322,318,1984356,12967,161,1118,2151,9537,75718,20706,46995,8017,653.5,8.1,56.3,108.4,480.6,3815.7,1043.5,2368.3,404,Democrat,,,0.045,0.193,17,D,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,2009,New Mexico2009,6363,314,2009671,12709,198,1069,1932,9510,74639,21955,46182,6502,632.4,9.9,53.2,96.1,473.2,3714,1092.5,2298,323.5,Democrat,,,0.075,0.193,,D,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,2010,New Mexico2010,6763,320,2065913,12147,140,959,1616,9432,70776,21023,44503,5250,588,6.8,46.4,78.2,456.6,3425.9,1017.6,2154.2,254.1,Democrat,,,0.081,0.183,,D,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,2011,New Mexico2011,6998,329,2078674,11904,158,856,1720,9170,73549,21419,46730,5400,572.7,7.6,41.2,82.7,441.1,3538.3,1030.4,2248.1,259.8,Democrat,,,0.076,0.222,,R,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,2012,New Mexico2012,6727,315,2085538,11660,116,957,1847,8740,75094,21384,48247,5463,559.1,5.6,45.9,88.6,419.1,3600.7,1025.3,2313.4,261.9,Democrat,,,0.071,0.203676741,,R,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New Mexico,Overall,4,2013,New Mexico2013,6849,321,,,,,,,,,,,,,,,,,,,,,,,0.069,0.217,,R,35,New Mexico,High Private Prison,0,Blue,NM,44631,0.41,0.02,38.8,34,23.3,43.2,16.94,14.37,4,8,2085287
New York,Overall,1,1978,New York1978,20459,115,17748000,149257,1820,5168,83785,58484,878736,292956,466516,119264,841,10.3,29.1,472.1,329.5,4951.2,1650.6,2628.6,672,Split,14.8,27.6,0.078,,43,,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1979,New York1979,20856,118,17649000,161906,2092,5394,93471,60949,933234,308302,500589,124343,917.4,11.9,30.6,529.6,345.3,5287.7,1746.9,2836.4,704.5,Split,22.2,35.3,0.072,,42.4,,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1980,New York1980,21815,123,17506690,180235,2228,5405,112273,60329,1029749,360925,535783,133041,1029.5,12.7,30.9,641.3,344.6,5882,2061.6,3060.4,759.9,Split,21.8,38,0.075,0.138,43.6,,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1981,New York1981,25494,145,17594000,188178,2166,5479,120344,60189,1026757,350422,539486,136849,1069.6,12.3,31.1,684,342.1,5835.8,1991.7,3066.3,777.8,Split,18.4,35.9,0.076,0.144,43.7,,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1982,New York1982,27945,159,17659000,174833,2013,5159,107843,59818,967369,295245,534244,137880,990.1,11.4,29.2,610.7,338.7,5478.1,1671.9,3025.3,780.8,Split,20.6,31.8,0.085,0.148,42.6,,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1983,New York1983,30510,173,17667000,161489,1958,5296,94783,59452,881322,249115,504346,127861,914.1,11.1,30,536.5,336.5,4988.5,1410.1,2854.7,723.7,Split,19.6,30.6,0.087,0.16,,,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1984,New York1984,33109,187,17735000,162157,1786,5599,89900,64872,826969,222956,488621,115392,914.3,10.1,31.6,506.9,365.8,4662.9,1257.2,2755.1,650.6,Split,14,25.6,0.072,0.16,45.1,,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1985,New York1985,34507,194,17783000,165365,1683,5706,89706,68270,828446,219633,502276,106537,929.9,9.5,32.1,504.4,383.9,4658.6,1235.1,2824.5,599.1,Split,13.3,24.3,0.066,0.158,46.1,,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1986,New York1986,38449,216,17772000,175210,1907,5415,91360,76528,849827,217010,519570,113247,985.9,10.7,30.5,514.1,430.6,4781.8,1221.1,2923.5,637.2,Split,18.3,29.6,0.062,0.132,,,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1987,New York1987,40842,229,17825000,179691,2016,5537,89721,82417,881330,216826,539175,125329,1008.1,11.3,31.1,503.3,462.4,4944.3,1216.4,3024.8,703.1,Split,21,34.1,0.049,0.143,42.2,,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1988,New York1988,44560,248,17898000,196396,2244,5479,97434,91239,932845,218060,560887,153898,1097.3,12.5,30.6,544.4,509.8,5212,1218.3,3133.8,859.9,Split,31,43.2,0.043,0.134,42.4,,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1989,New York1989,51232,285,17950000,203042,2246,5242,103983,91571,926596,211130,544459,171007,1131.2,12.5,29.2,579.3,510.1,5162.1,1176.2,3033.2,952.7,Split,25.7,41.3,0.05,0.126,,,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1990,New York1990,54895,305,17990455,212458,2605,5368,112380,92105,932416,208813,536012,187591,1180.9,14.5,29.8,624.7,512,5182.8,1160.7,2979.4,1042.7,Split,49.4,52.4,0.053,0.143,,,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1991,New York1991,57862,319,18058000,210184,2571,5085,112342,90186,917467,204499,531681,181287,1163.9,14.2,28.2,622.1,499.4,5080.7,1132.5,2944.3,1003.9,Split,42.1,54.7,0.072,0.153,43.3,,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1992,New York1992,61736,338,18119000,203311,2397,5152,108154,87608,858178,193548,495708,168922,1122.1,13.2,28.4,596.9,483.5,4736.3,1068.2,2735.8,932.3,Split,39,54.3,0.086,0.157,44.6,D,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1993,New York1993,64569,351,18197000,195352,2420,5008,102122,85802,814824,181709,481166,151949,1073.5,13.3,27.5,561.2,471.5,4477.8,998.6,2644.2,835,Split,43.9,53.3,0.079,0.164,,D,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1994,New York1994,66750,362,18169000,175433,2016,4700,86617,82100,745845,164650,452322,128873,965.6,11.1,25.9,476.7,451.9,4105,906.2,2489.5,709.3,Split,39.6,46.6,0.069,0.17,,D,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1995,New York1995,68486,370,18136000,152683,1550,4290,72492,74351,674342,146562,425184,102596,841.9,8.5,23.7,399.7,410,3718.3,808.1,2344.4,565.7,Split,23.1,31.7,0.063,0.165,,R,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1996,New York1996,69709,375,18185000,132206,1353,4174,61822,64857,619250,129828,399522,89900,727,7.4,23,340,356.7,3405.3,713.9,2197,494.4,Split,19,28.4,0.062,0.167,38.8,R,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1997,New York1997,69108,370,18137000,124890,1093,4075,56094,63628,584438,118306,386435,79697,688.6,6,22.5,309.3,350.8,3222.4,652.3,2130.6,439.4,Split,14.9,22.9,0.064,0.165,,R,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1998,New York1998,72289,385,18175000,115915,924,3843,49125,62023,536287,104821,363295,68171,637.8,5.1,21.1,270.3,341.3,2950.7,576.7,1998.9,375.1,Split,11,20.4,0.056,0.167,,R,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,1999,New York1999,72899,386,18196601,107147,903,3563,43821,58860,489596,93217,338118,58261,588.8,5,19.6,240.8,323.5,2690.6,512.3,1858.1,320.2,Split,,,0.052,0.142,39.4,R,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,2000,New York2000,70199,370,18976457,105111,952,3530,40539,60090,483078,87946,340901,54231,553.9,5,18.6,213.6,316.7,2545.7,463.4,1796.4,285.8,Split,,,0.045,0.139,38.1,R,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
New York,Overall,1,2001,New York2001,67533,354,19084350,98022,960,3546,36555,56961,458003,80400,329316,48287,513.6,5,18.6,191.5,298.5,2399.9,421.3,1725.6,253,Split,,,0.048,0.142,,R,36,New York,No Private Prison,1,Blue,NY,56951,0.59,0.14,31.7,35.9,27.7,31.5,15.35,11.02,1,2,19651127
